enrollment_id,student_id,course_id,term_code,grade_point,grade_letter,completion_status,feedback_rating,hours_per_week,engagement_score
ENR-00597,STU-0070,MAC-BU-7700,2026W,2.78,B,completed,3,11.1,0.58
ENR-00598,STU-0070,MAC-COMP-8720,2026W,3.66,A-,completed,4,9.4,0.51
ENR-00599,STU-0070,MAC-COMP-8890,2026W,,,in-progress,,12.7,0.77
ENR-00600,STU-0071,MAC-COMP-8110,2025W,3.61,A-,completed,4,7.1,0.56
ENR-00601,STU-0071,MAC-COMP-8250,2025S,,,withdrawn,,9.9,0.78
ENR-00602,STU-0071,MAC-COMP-8220,2025S,2.95,B,completed,5,9.7,0.69
ENR-00603,STU-0071,MAC-COMP-8150,2025S,3.71,A,completed,4,10.6,0.73
ENR-00604,STU-0071,MAC-COMP-8470,2025S,3.75,A,completed,3,13.2,0.64
ENR-00605,STU-0071,MAC-COMP-8340,2025F,3.47,A-,completed,5,9.0,0.88
ENR-00606,STU-0071,MAC-COMP-8250,2025F,3.49,A-,completed,4,10.8,0.81
ENR-00607,STU-0071,MAC-BU-7700,2025F,3.92,A+,completed,5,8.3,0.50
ENR-00608,STU-0071,MAC-BU-7500,2026W,3.47,A-,completed,4,7.4,0.88
ENR-00609,STU-0071,MAC-BU-7600,2026W,2.78,B,completed,3,10.5,0.75
ENR-00610,STU-0071,MAC-COMP-8830,2026W,,,in-progress,,7.0,0.47
ENR-00611,STU-0071,MAC-COMP-8890,2026W,,,in-progress,,7.5,0.89
ENR-00612,STU-0072,MAC-COMP-8110,2025W,3.68,A-,completed,5,11.7,0.50
ENR-00613,STU-0072,MAC-COMP-8150,2025S,3.49,A-,completed,5,10.1,0.88
ENR-00614,STU-0072,MAC-COMP-8250,2025S,,,withdrawn,,10.3,0.50
ENR-00615,STU-0072,MAC-COMP-8220,2025S,3.77,A,completed,5,8.7,0.89
ENR-00616,STU-0072,MAC-COMP-8340,2025S,,,in-progress,,6.6,0.92
ENR-00617,STU-0073,MAC-COMP-8110,2025F,3.77,A,completed,4,13.9,0.60
ENR-00618,STU-0073,MAC-COMP-8470,2026W,3.23,B+,completed,4,11.9,0.45
ENR-00619,STU-0073,MAC-COMP-8250,2026W,3.05,B+,completed,4,7.4,0.51
ENR-00620,STU-0073,MAC-COMP-8340,2026W,3.49,A-,completed,4,8.5,0.75
ENR-00621,STU-0073,MAC-COMP-8220,2026W,2.42,B-,completed,5,11.6,0.81
ENR-00622,STU-0074,MAC-COMP-8110,2025F,3.51,A-,completed,4,12.3,0.56
ENR-00623,STU-0074,MAC-COMP-8470,2026W,3.67,A-,completed,4,6.1,0.56
ENR-00624,STU-0074,MAC-COMP-8220,2026W,2.66,B-,completed,5,7.8,0.75
ENR-00625,STU-0074,MAC-COMP-8340,2026W,3.48,A-,completed,3,12.6,0.72
ENR-00626,STU-0074,MAC-COMP-8150,2026W,,,in-progress,,6.3,0.58
ENR-00627,STU-0075,MAC-COMP-8110,2024F,3.24,B+,completed,4,6.6,0.53
ENR-00628,STU-0075,MAC-COMP-8470,2025W,3.67,A-,completed,4,9.3,0.70
ENR-00629,STU-0075,MAC-COMP-8150,2025W,,,withdrawn,,9.0,0.65
ENR-00630,STU-0075,MAC-COMP-8250,2025W,,,in-progress,,11.1,0.87
ENR-00631,STU-0075,MAC-COMP-8220,2025W,,,in-progress,,7.1,0.49
ENR-00632,STU-0076,MAC-COMP-8110,2024F,2.98,B,completed,3,9.5,0.82
ENR-00633,STU-0076,MAC-COMP-8150,2025W,2.75,B,completed,5,6.5,0.94
ENR-00634,STU-0076,MAC-COMP-8250,2025W,,,in-progress,,12.7,0.71
ENR-00635,STU-0076,MAC-COMP-8340,2025W,2.91,B,completed,5,7.3,0.47
ENR-00636,STU-0076,MAC-COMP-8470,2025W,,,in-progress,,11.6,0.51
ENR-00637,STU-0077,MAC-COMP-8110,2025F,3.01,B+,completed,4,13.9,0.84
ENR-00638,STU-0077,MAC-COMP-8470,2026W,3.22,B+,completed,4,7.6,0.63
ENR-00639,STU-0077,MAC-COMP-8340,2026W,3.42,A-,completed,3,6.0,0.50
ENR-00640,STU-0077,MAC-COMP-8150,2026W,3.76,A,completed,3,11.1,0.64
ENR-00641,STU-0077,MAC-COMP-8220,2026W,3.33,A-,completed,3,10.7,0.72
ENR-00642,STU-0077,MAC-COMP-8250,2026S,,,withdrawn,,9.3,0.87
ENR-00643,STU-0077,MAC-BU-7500,2026S,2.52,B-,completed,5,8.7,0.73
ENR-00644,STU-0077,MAC-BU-7700,2026S,,,in-progress,,10.2,0.80
ENR-00645,STU-0077,MAC-COMP-8890,2026S,,,in-progress,,9.3,0.54
ENR-00646,STU-0078,MAC-COMP-8110,2025F,3.97,A+,completed,3,12.9,0.80
ENR-00647,STU-0078,MAC-COMP-8470,2026W,2.99,B,completed,5,11.9,0.75
ENR-00648,STU-0078,MAC-COMP-8250,2026W,2.88,B,completed,3,10.6,0.56
ENR-00649,STU-0078,MAC-COMP-8150,2026W,3.48,A-,completed,3,8.8,0.87
ENR-00650,STU-0078,MAC-COMP-8220,2026W,2.49,B-,completed,5,12.3,0.48
ENR-00651,STU-0078,MAC-COMP-8340,2026S,,,withdrawn,,12.8,0.50
ENR-00652,STU-0078,MAC-BU-7600,2026S,3.78,A,completed,3,7.4,0.70
ENR-00653,STU-0078,MAC-BU-7700,2026S,3.00,B+,completed,5,11.8,0.87
ENR-00654,STU-0078,MAC-COMP-8890,2026S,,,in-progress,,11.0,0.81
ENR-00655,STU-0079,MAC-COMP-8110,2025F,3.14,B+,completed,3,12.3,0.82
ENR-00656,STU-0079,MAC-COMP-8470,2026W,,,in-progress,,8.7,0.56
ENR-00657,STU-0079,MAC-COMP-8150,2026W,3.49,A-,completed,4,12.8,0.86
ENR-00658,STU-0079,MAC-COMP-8220,2026W,,,in-progress,,6.8,0.88
ENR-00659,STU-0079,MAC-COMP-8340,2026W,,,in-progress,,12.0,0.92
ENR-00660,STU-0080,MAC-COMP-8110,2025F,3.12,B+,completed,4,10.2,0.70
ENR-00661,STU-0080,MAC-COMP-8250,2026W,3.43,A-,completed,3,13.0,0.80
ENR-00662,STU-0080,MAC-COMP-8470,2026W,3.64,A-,completed,4,6.1,0.81
ENR-00663,STU-0080,MAC-COMP-8340,2026W,3.61,A-,completed,3,7.1,0.77
ENR-00664,STU-0080,MAC-COMP-8220,2026W,2.98,B,completed,5,12.8,0.87
ENR-00665,STU-0081,MAC-COMP-8110,2024F,2.76,B,completed,3,6.1,0.95
ENR-00666,STU-0081,MAC-COMP-8150,2025W,3.38,A-,completed,3,8.7,0.72
ENR-00667,STU-0081,MAC-COMP-8340,2025W,3.00,B+,completed,3,9.8,0.74
ENR-00668,STU-0081,MAC-COMP-8470,2025W,3.65,A-,completed,5,10.1,0.75
ENR-00669,STU-0081,MAC-COMP-8250,2025W,3.41,A-,completed,5,8.1,0.83
ENR-00670,STU-0081,MAC-COMP-8220,2025S,,,withdrawn,,10.0,0.73
ENR-00671,STU-0081,MAC-BU-7500,2025S,,,in-progress,,8.7,0.61
ENR-00672,STU-0081,MAC-BU-7600,2025S,,,in-progress,,10.1,0.48
ENR-00673,STU-0081,MAC-COMP-8890,2025S,2.94,B,completed,4,6.1,0.78
ENR-00674,STU-0082,MAC-COMP-8110,2025W,3.42,A-,completed,3,9.2,0.69
ENR-00675,STU-0082,MAC-COMP-8150,2025S,3.90,A+,completed,3,12.6,0.56
ENR-00676,STU-0082,MAC-COMP-8470,2025S,3.17,B+,completed,4,8.7,0.59
ENR-00677,STU-0082,MAC-COMP-8250,2025S,4.00,A+,completed,5,6.4,0.76
ENR-00678,STU-0082,MAC-COMP-8220,2025S,,,in-progress,,6.2,0.87
ENR-00679,STU-0083,MAC-COMP-8110,2024F,3.57,A-,completed,5,9.4,0.84
ENR-00680,STU-0083,MAC-COMP-8220,2025W,2.64,B-,completed,5,11.7,0.83
ENR-00681,STU-0083,MAC-COMP-8150,2025W,3.65,A-,completed,5,10.0,0.53
ENR-00682,STU-0083,MAC-COMP-8470,2025W,3.37,A-,completed,5,6.1,0.80
ENR-00683,STU-0083,MAC-COMP-8250,2025W,3.17,B+,completed,5,10.7,0.83
ENR-00684,STU-0083,MAC-COMP-8340,2025S,4.00,A+,completed,4,9.1,0.85
ENR-00685,STU-0083,MAC-BU-7700,2025S,3.47,A-,completed,3,12.5,0.63
ENR-00686,STU-0083,MAC-BU-7500,2025S,3.02,B+,completed,4,9.3,0.79
ENR-00687,STU-0083,MAC-BU-7600,2025F,2.98,B,completed,5,12.0,0.50
ENR-00688,STU-0083,MAC-COMP-8780,2025F,3.01,B+,completed,3,6.4,0.61
ENR-00689,STU-0083,MAC-COMP-8830,2025F,,,in-progress,,12.7,0.90
ENR-00690,STU-0083,MAC-COMP-8890,2025F,,,in-progress,,14.0,0.50
ENR-00691,STU-0084,MAC-COMP-8110,2025W,3.91,A+,completed,4,13.7,0.87
ENR-00692,STU-0084,MAC-COMP-8220,2025S,3.21,B+,completed,3,13.2,0.86
ENR-00693,STU-0084,MAC-COMP-8250,2025S,2.36,B-,completed,5,7.2,0.65
ENR-00694,STU-0084,MAC-COMP-8150,2025S,3.39,A-,completed,5,13.7,0.66
ENR-00695,STU-0084,MAC-COMP-8470,2025S,2.97,B,completed,4,8.3,0.56
ENR-00696,STU-0084,MAC-COMP-8340,2025F,3.46,A-,completed,4,7.8,0.64
ENR-00697,STU-0084,MAC-BU-7600,2025F,2.85,B,completed,4,13.0,0.87
ENR-00698,STU-0084,MAC-BU-7500,2025F,2.89,B,completed,3,8.9,0.86
ENR-00699,STU-0084,MAC-BU-7700,2026W,,,in-progress,,13.9,0.63
ENR-00700,STU-0084,MAC-COMP-8720,2026W,2.89,B,completed,5,11.6,0.57
ENR-00701,STU-0084,MAC-COMP-8650,2026W,,,in-progress,,7.3,0.48
ENR-00702,STU-0084,MAC-COMP-8890,2026W,,,in-progress,,8.3,0.88
ENR-00703,STU-0085,MAC-COMP-8110,2024F,3.26,B+,completed,3,6.5,0.46
ENR-00704,STU-0085,MAC-COMP-8470,2025W,,,in-progress,,9.8,0.95
ENR-00705,STU-0085,MAC-COMP-8250,2025W,3.57,A-,completed,5,11.5,0.86
ENR-00706,STU-0085,MAC-COMP-8220,2025W,3.77,A,completed,3,8.2,0.82
ENR-00707,STU-0085,MAC-COMP-8340,2025W,3.91,A+,completed,3,12.0,0.62
ENR-00708,STU-0086,MAC-COMP-8110,2025F,4.00,A+,completed,4,13.5,0.69
ENR-00709,STU-0086,MAC-COMP-8470,2026W,4.00,A+,completed,4,9.3,0.54
ENR-00710,STU-0086,MAC-COMP-8220,2026W,2.41,B-,completed,5,10.0,0.92
ENR-00711,STU-0086,MAC-COMP-8340,2026W,,,withdrawn,,8.4,0.63
ENR-00712,STU-0086,MAC-COMP-8250,2026W,2.88,B,completed,5,12.6,0.72
ENR-00713,STU-0086,MAC-COMP-8150,2026S,3.27,B+,completed,3,7.5,0.92
ENR-00714,STU-0086,MAC-COMP-8340,2026S,,,in-progress,,12.9,0.75
ENR-00715,STU-0086,MAC-BU-7600,2026S,3.20,B+,completed,3,13.0,0.67
ENR-00716,STU-0086,MAC-COMP-8890,2026S,,,withdrawn,,9.0,0.58
ENR-00717,STU-0087,MAC-COMP-8110,2025W,2.63,B-,completed,5,9.1,0.64
ENR-00718,STU-0087,MAC-COMP-8470,2025S,3.18,B+,completed,4,10.1,0.64
ENR-00719,STU-0087,MAC-COMP-8150,2025S,3.20,B+,completed,3,11.9,0.66
ENR-00720,STU-0087,MAC-COMP-8220,2025S,3.38,A-,completed,5,10.9,0.57
ENR-00721,STU-0087,MAC-COMP-8340,2025S,2.54,B-,completed,4,12.9,0.62
ENR-00722,STU-0087,MAC-COMP-8250,2025F,,,in-progress,,7.0,0.46
ENR-00723,STU-0087,MAC-BU-7500,2025F,,,in-progress,,7.3,0.65
ENR-00724,STU-0087,MAC-BU-7600,2025F,,,in-progress,,11.7,0.69
ENR-00725,STU-0087,MAC-COMP-8890,2025F,,,withdrawn,,11.3,0.52
ENR-00726,STU-0088,MAC-COMP-8110,2024F,3.60,A-,completed,3,11.4,0.64
ENR-00727,STU-0088,MAC-COMP-8220,2025W,3.27,B+,completed,4,11.4,0.93
ENR-00728,STU-0088,MAC-COMP-8340,2025W,3.25,B+,completed,5,13.7,0.55
ENR-00729,STU-0088,MAC-COMP-8150,2025W,3.00,B+,completed,3,9.7,0.70
ENR-00730,STU-0088,MAC-COMP-8250,2025W,3.23,B+,completed,3,12.6,0.82
ENR-00731,STU-0088,MAC-COMP-8470,2025S,3.81,A,completed,5,7.4,0.88
ENR-00732,STU-0088,MAC-BU-7500,2025S,,,in-progress,,10.7,0.52
ENR-00733,STU-0088,MAC-BU-7700,2025S,3.44,A-,completed,4,8.2,0.60
ENR-00734,STU-0088,MAC-COMP-8890,2025S,3.36,A-,completed,3,10.7,0.77
ENR-00735,STU-0089,MAC-COMP-8110,2024F,3.23,B+,completed,5,11.2,0.90
ENR-00736,STU-0089,MAC-COMP-8470,2025W,3.38,A-,completed,4,7.5,0.94
ENR-00737,STU-0089,MAC-COMP-8220,2025W,2.72,B,completed,4,12.9,0.69
ENR-00738,STU-0089,MAC-COMP-8150,2025W,3.49,A-,completed,3,12.6,0.92
ENR-00739,STU-0089,MAC-COMP-8250,2025W,3.33,A-,completed,4,13.4,0.72
ENR-00740,STU-0089,MAC-COMP-8340,2025S,3.34,A-,completed,5,11.0,0.56
ENR-00741,STU-0089,MAC-BU-7500,2025S,3.09,B+,completed,3,6.1,0.55
ENR-00742,STU-0089,MAC-BU-7600,2025S,3.25,B+,completed,5,11.4,0.89
ENR-00743,STU-0089,MAC-BU-7700,2025F,2.76,B,completed,3,8.6,0.80
ENR-00744,STU-0089,MAC-COMP-8720,2025F,3.26,B+,completed,3,9.9,0.47
ENR-00745,STU-0089,MAC-COMP-8650,2025F,,,in-progress,,7.8,0.61
ENR-00746,STU-0089,MAC-COMP-8890,2025F,3.37,A-,completed,4,8.1,0.65
ENR-00747,STU-0090,MAC-COMP-8110,2025W,4.00,A+,completed,5,11.6,0.58
ENR-00748,STU-0090,MAC-COMP-8150,2025S,3.34,A-,completed,3,9.2,0.53
ENR-00749,STU-0090,MAC-COMP-8470,2025S,,,in-progress,,10.2,0.47
ENR-00750,STU-0090,MAC-COMP-8250,2025S,3.75,A,completed,5,10.9,0.61
ENR-00751,STU-0090,MAC-COMP-8220,2025S,,,in-progress,,7.5,0.88
ENR-00752,STU-0091,MAC-COMP-8110,2024F,3.04,B+,completed,3,11.1,0.68
ENR-00753,STU-0091,MAC-COMP-8150,2025W,3.33,A-,completed,3,8.0,0.77
ENR-00754,STU-0091,MAC-COMP-8470,2025W,3.57,A-,completed,5,13.9,0.92
ENR-00755,STU-0091,MAC-COMP-8220,2025W,2.76,B,completed,5,7.2,0.47
ENR-00756,STU-0091,MAC-COMP-8340,2025W,3.47,A-,completed,4,9.3,0.58
ENR-00757,STU-0092,MAC-COMP-8110,2025F,2.83,B,completed,4,10.1,0.76
ENR-00758,STU-0092,MAC-COMP-8340,2026W,3.47,A-,completed,3,6.8,0.80
ENR-00759,STU-0092,MAC-COMP-8250,2026W,3.30,A-,completed,3,7.7,0.65
ENR-00760,STU-0092,MAC-COMP-8150,2026W,3.76,A,completed,4,7.6,0.87
ENR-00761,STU-0092,MAC-COMP-8220,2026W,4.00,A+,completed,3,11.2,0.52
ENR-00762,STU-0092,MAC-COMP-8470,2026S,,,in-progress,,10.4,0.60
ENR-00763,STU-0092,MAC-BU-7700,2026S,4.00,A+,completed,3,11.5,0.86
ENR-00764,STU-0092,MAC-BU-7600,2026S,,,in-progress,,11.0,0.54
ENR-00765,STU-0092,MAC-COMP-8890,2026S,3.64,A-,completed,5,12.7,0.86
ENR-00766,STU-0093,MAC-COMP-8110,2024F,3.12,B+,completed,4,13.2,0.74
ENR-00767,STU-0093,MAC-COMP-8250,2025W,3.62,A-,completed,4,9.9,0.63
ENR-00768,STU-0093,MAC-COMP-8150,2025W,,,in-progress,,9.2,0.76
ENR-00769,STU-0093,MAC-COMP-8340,2025W,,,in-progress,,10.7,0.46
ENR-00770,STU-0093,MAC-COMP-8220,2025W,,,in-progress,,7.9,0.92
ENR-00771,STU-0094,MAC-COMP-8110,2025W,3.00,B+,completed,3,11.5,0.58
ENR-00772,STU-0094,MAC-COMP-8340,2025S,3.21,B+,completed,5,9.0,0.69
ENR-00773,STU-0094,MAC-COMP-8150,2025S,3.04,B+,completed,4,7.5,0.46
ENR-00774,STU-0094,MAC-COMP-8220,2025S,3.10,B+,completed,3,10.9,0.94
ENR-00775,STU-0094,MAC-COMP-8470,2025S,2.77,B,completed,5,9.8,0.80
ENR-00776,STU-0094,MAC-COMP-8250,2025F,3.89,A,completed,3,7.2,0.52
ENR-00777,STU-0094,MAC-BU-7600,2025F,3.21,B+,completed,3,10.2,0.85
ENR-00778,STU-0094,MAC-BU-7700,2025F,3.81,A,completed,4,11.2,0.58
ENR-00779,STU-0094,MAC-BU-7500,2026W,3.23,B+,completed,3,7.2,0.85
ENR-00780,STU-0094,MAC-COMP-8650,2026W,,,in-progress,,6.5,0.59
ENR-00781,STU-0094,MAC-COMP-8780,2026W,,,in-progress,,9.0,0.88
ENR-00782,STU-0094,MAC-COMP-8890,2026W,3.33,A-,completed,5,13.8,0.69
ENR-00783,STU-0095,MAC-COMP-8110,2025F,2.86,B,completed,3,8.1,0.64
ENR-00784,STU-0095,MAC-COMP-8220,2026W,4.00,A+,completed,4,9.0,0.76
ENR-00785,STU-0095,MAC-COMP-8340,2026W,3.61,A-,completed,5,13.0,0.87
ENR-00786,STU-0095,MAC-COMP-8470,2026W,3.38,A-,completed,5,8.8,0.92
ENR-00787,STU-0095,MAC-COMP-8150,2026W,3.64,A-,completed,5,11.1,0.85
ENR-00788,STU-0095,MAC-COMP-8250,2026S,3.36,A-,completed,3,8.7,0.77
ENR-00789,STU-0095,MAC-BU-7600,2026S,3.32,A-,completed,5,13.7,0.67
ENR-00790,STU-0095,MAC-BU-7500,2026S,3.41,A-,completed,3,7.4,0.81
ENR-00791,STU-0095,MAC-BU-7700,2026F,,,withdrawn,,7.4,0.72
ENR-00792,STU-0095,MAC-COMP-8830,2026F,3.58,A-,completed,3,6.6,0.73
ENR-00793,STU-0095,MAC-COMP-8720,2026F,,,in-progress,,13.1,0.47
ENR-00794,STU-0095,MAC-COMP-8890,2026F,,,in-progress,,10.3,0.61
ENR-00795,STU-0096,MAC-COMP-8110,2024F,3.71,A,completed,4,11.4,0.63
ENR-00796,STU-0096,MAC-COMP-8340,2025W,2.49,B-,completed,5,11.4,0.57
ENR-00797,STU-0096,MAC-COMP-8150,2025W,3.16,B+,completed,5,13.9,0.53
ENR-00798,STU-0096,MAC-COMP-8250,2025W,3.84,A,completed,4,11.5,0.61
ENR-00799,STU-0096,MAC-COMP-8220,2025W,2.94,B,completed,5,7.3,0.54
ENR-00800,STU-0096,MAC-COMP-8470,2025S,3.53,A-,completed,4,9.3,0.80
ENR-00801,STU-0096,MAC-BU-7600,2025S,2.61,B-,completed,3,8.0,0.81
ENR-00802,STU-0096,MAC-BU-7700,2025S,3.32,A-,completed,5,12.0,0.86
ENR-00803,STU-0096,MAC-BU-7500,2025F,,,in-progress,,14.0,0.79
ENR-00804,STU-0096,MAC-COMP-8830,2025F,3.51,A-,completed,3,6.9,0.57
ENR-00805,STU-0096,MAC-COMP-8720,2025F,,,in-progress,,11.6,0.62
ENR-00806,STU-0096,MAC-COMP-8890,2025F,,,in-progress,,8.3,0.79
ENR-00807,STU-0097,MAC-COMP-8110,2024F,3.73,A,completed,3,7.7,0.57
ENR-00808,STU-0097,MAC-COMP-8340,2025W,3.28,B+,completed,3,12.6,0.68
ENR-00809,STU-0097,MAC-COMP-8250,2025W,3.47,A-,completed,5,9.0,0.69
ENR-00810,STU-0097,MAC-COMP-8470,2025W,3.75,A,completed,3,13.0,0.94
ENR-00811,STU-0097,MAC-COMP-8150,2025W,3.40,A-,completed,4,7.5,0.51
ENR-00812,STU-0097,MAC-COMP-8220,2025S,3.21,B+,completed,5,10.1,0.57
ENR-00813,STU-0097,MAC-BU-7600,2025S,2.62,B-,completed,4,13.7,0.58
ENR-00814,STU-0097,MAC-BU-7500,2025S,3.23,B+,completed,5,7.9,0.47
ENR-00815,STU-0097,MAC-BU-7700,2025F,,,in-progress,,11.7,0.84
ENR-00816,STU-0097,MAC-COMP-8650,2025F,3.43,A-,completed,5,7.6,0.73
ENR-00817,STU-0097,MAC-COMP-8720,2025F,3.85,A,completed,4,11.5,0.50
ENR-00818,STU-0097,MAC-COMP-8890,2025F,,,in-progress,,13.3,0.93
ENR-00819,STU-0098,MAC-COMP-8110,2025W,3.17,B+,completed,4,10.9,0.69
ENR-00820,STU-0098,MAC-COMP-8470,2025S,3.61,A-,completed,3,12.7,0.83
ENR-00821,STU-0098,MAC-COMP-8250,2025S,3.51,A-,completed,4,10.3,0.79
ENR-00822,STU-0098,MAC-COMP-8150,2025S,2.72,B,completed,3,6.7,0.83
ENR-00823,STU-0098,MAC-COMP-8220,2025S,3.82,A,completed,3,8.1,0.53
ENR-00824,STU-0098,MAC-COMP-8340,2025F,,,in-progress,,7.5,0.63
ENR-00825,STU-0098,MAC-BU-7500,2025F,2.89,B,completed,4,13.1,0.50
ENR-00826,STU-0098,MAC-BU-7700,2025F,2.85,B,completed,5,6.8,0.92
ENR-00827,STU-0098,MAC-COMP-8890,2025F,,,in-progress,,13.0,0.59
ENR-00828,STU-0099,MAC-COMP-8110,2025W,,,withdrawn,,6.7,0.69
ENR-00829,STU-0099,MAC-COMP-8110,2025S,3.89,A,completed,5,9.5,0.88
ENR-00830,STU-0099,MAC-BU-7500,2025S,3.21,B+,completed,5,12.4,0.76
ENR-00831,STU-0099,MAC-BU-7700,2025S,3.92,A+,completed,5,11.0,0.86
ENR-00832,STU-0099,MAC-BU-7600,2025S,4.00,A+,completed,5,8.8,0.68
ENR-00833,STU-0099,MAC-COMP-8340,2025F,3.98,A+,completed,5,13.7,0.69
ENR-00834,STU-0099,MAC-COMP-8220,2025F,3.43,A-,completed,3,11.0,0.58
ENR-00835,STU-0099,MAC-COMP-8150,2025F,2.96,B,completed,5,10.2,0.57
ENR-00836,STU-0099,MAC-COMP-8250,2026W,,,in-progress,,9.7,0.61
ENR-00837,STU-0099,MAC-COMP-8470,2026W,,,in-progress,,6.9,0.65
ENR-00838,STU-0099,MAC-COMP-8830,2026W,2.54,B-,completed,3,8.5,0.68
ENR-00839,STU-0099,MAC-COMP-8890,2026W,,,in-progress,,12.1,0.51
ENR-00840,STU-0100,MAC-COMP-8110,2025W,2.87,B,completed,3,10.8,0.83
ENR-00841,STU-0100,MAC-COMP-8150,2025S,3.19,B+,completed,3,11.2,0.55
ENR-00842,STU-0100,MAC-COMP-8250,2025S,3.60,A-,completed,3,6.5,0.66
ENR-00843,STU-0100,MAC-COMP-8340,2025S,2.61,B-,completed,3,13.6,0.64
ENR-00844,STU-0100,MAC-COMP-8470,2025S,3.00,B+,completed,5,13.0,0.68
ENR-00845,STU-0100,MAC-COMP-8220,2025F,3.06,B+,completed,5,13.8,0.84
ENR-00846,STU-0100,MAC-BU-7700,2025F,3.61,A-,completed,3,9.1,0.63
ENR-00847,STU-0100,MAC-BU-7500,2025F,3.98,A+,completed,5,10.6,0.78
ENR-00848,STU-0100,MAC-BU-7600,2026W,2.83,B,completed,5,8.1,0.53
ENR-00849,STU-0100,MAC-COMP-8720,2026W,,,in-progress,,10.6,0.89
ENR-00850,STU-0100,MAC-COMP-8780,2026W,3.84,A,completed,5,12.6,0.49
ENR-00851,STU-0100,MAC-COMP-8890,2026W,3.95,A+,completed,5,7.2,0.85
ENR-00852,STU-0101,MAC-COMP-8110,2024F,2.78,B,completed,4,7.0,0.90
ENR-00853,STU-0101,MAC-COMP-8220,2025W,3.21,B+,completed,4,13.8,0.82
ENR-00854,STU-0101,MAC-COMP-8340,2025W,3.49,A-,completed,4,11.7,0.61
ENR-00855,STU-0101,MAC-COMP-8250,2025W,3.31,A-,completed,4,8.1,0.68
ENR-00856,STU-0101,MAC-COMP-8150,2025W,3.19,B+,completed,5,8.9,0.47
ENR-00857,STU-0101,MAC-COMP-8470,2025S,3.99,A+,completed,3,8.0,0.62
ENR-00858,STU-0101,MAC-BU-7600,2025S,3.04,B+,completed,4,7.1,0.53
ENR-00859,STU-0101,MAC-BU-7500,2025S,2.54,B-,completed,5,12.8,0.71
ENR-00860,STU-0101,MAC-BU-7700,2025F,2.41,B-,completed,3,13.2,0.50
ENR-00861,STU-0101,MAC-COMP-8830,2025F,,,in-progress,,14.0,0.86
ENR-00862,STU-0101,MAC-COMP-8780,2025F,,,in-progress,,6.5,0.72
ENR-00863,STU-0101,MAC-COMP-8890,2025F,,,in-progress,,7.7,0.56
ENR-00864,STU-0102,MAC-COMP-8110,2025W,2.98,B,completed,5,8.3,0.76
ENR-00865,STU-0102,MAC-COMP-8150,2025S,3.23,B+,completed,3,7.6,0.52
ENR-00866,STU-0102,MAC-COMP-8340,2025S,2.94,B,completed,3,10.1,0.49
ENR-00867,STU-0102,MAC-COMP-8220,2025S,2.57,B-,completed,3,13.7,0.67
ENR-00868,STU-0102,MAC-COMP-8470,2025S,3.09,B+,completed,4,13.2,0.69
ENR-00869,STU-0102,MAC-COMP-8250,2025F,3.32,A-,completed,5,8.3,0.52
ENR-00870,STU-0102,MAC-BU-7500,2025F,3.29,B+,completed,5,12.8,0.57
ENR-00871,STU-0102,MAC-BU-7700,2025F,3.63,A-,completed,5,6.2,0.72
ENR-00872,STU-0102,MAC-BU-7600,2026W,,,in-progress,,8.8,0.74
ENR-00873,STU-0102,MAC-COMP-8780,2026W,,,in-progress,,8.2,0.56
ENR-00874,STU-0102,MAC-COMP-8650,2026W,,,in-progress,,13.5,0.81
ENR-00875,STU-0102,MAC-COMP-8890,2026W,3.59,A-,completed,3,13.6,0.63
ENR-00876,STU-0103,MAC-COMP-8110,2024F,3.08,B+,completed,5,10.8,0.76
ENR-00877,STU-0103,MAC-COMP-8150,2025W,3.21,B+,completed,3,7.3,0.48
ENR-00878,STU-0103,MAC-COMP-8250,2025W,3.93,A+,completed,5,10.0,0.46
ENR-00879,STU-0103,MAC-COMP-8340,2025W,2.87,B,completed,4,13.3,0.63
ENR-00880,STU-0103,MAC-COMP-8220,2025W,3.32,A-,completed,4,8.2,0.70
ENR-00881,STU-0104,MAC-COMP-8110,2025F,3.17,B+,completed,5,6.7,0.84
ENR-00882,STU-0104,MAC-COMP-8250,2026W,3.27,B+,completed,4,13.6,0.75
ENR-00883,STU-0104,MAC-COMP-8470,2026W,3.49,A-,completed,3,12.7,0.59
ENR-00884,STU-0104,MAC-COMP-8150,2026W,3.91,A+,completed,3,12.5,0.71
ENR-00885,STU-0104,MAC-COMP-8220,2026W,3.51,A-,completed,4,8.5,0.61
ENR-00886,STU-0104,MAC-COMP-8340,2026S,,,in-progress,,12.1,0.82
ENR-00887,STU-0104,MAC-BU-7700,2026S,2.71,B,completed,5,8.7,0.91
ENR-00888,STU-0104,MAC-BU-7500,2026S,3.30,A-,completed,4,11.5,0.67
ENR-00889,STU-0104,MAC-COMP-8890,2026S,,,in-progress,,10.2,0.95
ENR-00890,STU-0105,MAC-COMP-8110,2024F,3.38,A-,completed,5,11.7,0.86
ENR-00891,STU-0105,MAC-COMP-8250,2025W,,,in-progress,,14.0,0.45
ENR-00892,STU-0105,MAC-COMP-8340,2025W,,,in-progress,,12.9,0.53
ENR-00893,STU-0105,MAC-COMP-8150,2025W,2.71,B,completed,4,13.8,0.74
ENR-00894,STU-0105,MAC-COMP-8470,2025W,3.76,A,completed,4,6.5,0.50
